,id,title,focus_sentence,aspect_politics,aspect_humanity,aspect_science,aspect_economy
357,jm5egb-gatge83-gatge83-5,CMV: Nuclear energy is a viable temporary solution to our climate change problem,"While we wait (even just one or two years if that were the timeframe) for renewable energy to come to a place where it can mostly replace its alternatives, what is the point of getting rid of existing nuclear infrastructure which will (most likely, at least for now in the United States) be replaced by coal plants?",,,,
333,d7m308-f1928hp-f1928hp-4,CMV: Individuals decreasing their emissions have little effect on climate change,"First of all, a big reason that I trust scientists is because that I know that if I really wanted to, I could replicate their results for myself.",,,,
427,5re4lh-12,"CMV: Even if climate change is not real or man-caused, all of the acts being recommended to counter it should happen anyway.",I don't believe that destroying the coal industry to grow green energy industries is a bad thing.,,,,
373,bbxyr7-ekn9gx5-ekn253p-17,CMV: Tunnel vision on dispersed energy sources like solar and wind resulted in complete impotency in adressing the issue of emission-driven Climate Change.,"Indeed, renewables are one of the best peak-demand resources available (not just solar and wind, but gas-conversion plants, etc.).",,,,
381,k4askm-ge8lyb3-ge8huk0-20,"CMV: regardless of how you feel you climate change, switching to renewables and lowering emissions is a good thing.","The resistance isn't against renewables, it's against carrots and sticks that force austerity for some, while empowering others, based upon projections and modelling that is refined year after year.",,,,
71,l9ssyl-9,"CMV: The Green New Deal distracts from climate change, by tying climate change to left-leaning policy/rhetoric. The bill seems designed to raise republican opposition, and is a disappointment/insulting for people who believe that climate change is the #1 issue of our lifetime.","But there's no need to make that stand on a climate change bill, and doing so is insulting to the Americans who want to see huge climate change initiatives as our national policy.",,,,
73,fryae5-1,"CMV: The Majority of Politicians Who Deny Climate Change, Really Do Believe It","I think that politicians like Trump 100% know that climate change is real and caused by humans, but that he, and all the rest will just say whatever they can to secure the vote and keep special interest groups happy.",,,,
195,lcge08-glzppa0-glzoxl9-8,CMV: the fight against climate change will be impossible because of compromises.,"As for the Amazon, the issue people are generally talking about is illegal deforestation, not people living there.",,,,
512,paqlx8-13,CMV: Everyday people will have to make sacrifices/change their lifestyle for our society as a whole to combat climate change,"Another example, the beef and dairy industry are huge polluters and while we absolutely have a ton of food waste and subsidize those industries more than we need, those industries are so strong because a ton of people consume beef and dairy.",,,,
210,dldqdm-f4tgmbu-f4qv52m-3,CMV: The only moral thing our society can do on Climate Change is to act (globally) with an Apollo program-like spending to reduce GHG emissions as quickly as possible,"In responding with all the ways that you - an individual member of society - have changed your behavior in line with the moral imperative to reduce one's own climate impact, do you agree that there is not just one and only moral action (Apollo like program of spending to reduce GHGs) that can be taken?",,,,
51,csberj-exh4ym1-exh4ym1-2,CMV: Celebrities and politicians that believe in climate change should adopt extreme lifestyle changes and donate bulk of their $ to the cause.,"I still maintain that individuals with millions/billions at their disposal can do much more than ""individual change"" but your statement is a valid argument worth considering.",,,,
138,perr6j-hazps55-hazhm0g-0,"CMV: Instead of saying ""global warming"" and ""climate change"" we should call it what it really is: Global Atmospheric Toxification (GAT)","We switched from ""global warming"" to ""climate change"" because people had found tiny ambiguous technicalities in the term.",,,,
377,bbxyr7-ekn9gx5-ekn9gx5-54,CMV: Tunnel vision on dispersed energy sources like solar and wind resulted in complete impotency in adressing the issue of emission-driven Climate Change.,"Indeed, renewables are one of the best peak-demand resources available (not just solar and wind, but gas-conversion plants, etc.).",,,,
101,f0y5af-fh0f5n6-fgzuyrk-0,CMV: Trump supporters follow Trump's call on Climate change blindly and won't use real facts to answer questions.,"I mean, I know several Trump supporters who believe climate change is happening and is human caused, and think what Trump says about this issue is technically wrong.",,,,
164,gwoiuj-fsw8li6-fsw8li6-0,CMV: Overpopulation (and climate change that comes along with it) is irreversible and going to kill us all.,"You've changed my mind on overpopulation, but what do we do about climate change?",,,,
293,paqlx8-4,CMV: Everyday people will have to make sacrifices/change their lifestyle for our society as a whole to combat climate change,I know that idea was created by fossil fuel companies to shift the blame for climate change off of them in to everyday people and 2.,,,,
443,bbxyr7-41,CMV: Tunnel vision on dispersed energy sources like solar and wind resulted in complete impotency in adressing the issue of emission-driven Climate Change.,"When I listen to nuclear power advocates talking, they, at the very least, sound competent and knowledgeable enough of the technology itself.",,,,
100,cj1uik-18,CMV: Humanity can never cope with climate change and global warming and the oncoming disasters with them because humanity can never be united to work together and sort out the mess that is responsible for causing these disasters.,"Sure, some rich politicians like Trump and Putin can safeguard themselves from disasters because that's what capitalism does, it enriches a minor number of people and perishes the mass.",,,,
431,jm5egb-4,CMV: Nuclear energy is a viable temporary solution to our climate change problem,"It seems to me like one of the ideal solutions for a carbon-neutral energy portfolio is batteries and other renewable sources for peak usage, like in the middle of a hot summer day, and nuclear energy (or hydropower when available) to feed the base load.",,,,
64,r9tzu2-27,CMV: Climate change is a 'solved' issue and humanity and the economy will be just fine.,"From there on, market forces will automatically fix the issue without any grand plan or massive government spending.",,,,
446,d928tn-1,"CMV: Right wing politics has ""politicized"" Climate Change","Now if we are to take scientific consensus for the basis of what is real, then climate change is a huge issue for everyone.",,,,
268,f4gi9s-0,CMV: I don't totally trust the 97% Climate Change Consensus,"4,000 scientific papers were accepted and of them, 97% either agreed: Climate change is mainly manmade.",,,,
29,r9tzu2-hnenpvh-hnenpvh-4,CMV: Climate change is a 'solved' issue and humanity and the economy will be just fine.,"The countries with the most political power (USA, EU, China) also emit the most so I don't think this is a massive issue overall.",,,,
351,a0w0rw-eakvquy-eaktxk2-1,CMV: Climate change deniers have as much science comprehension as Flat-Earthers,Climate science goes back much father than a few decades and we have precise mesurment of temprature and atmospheric C02 concentrations from ice boring surveys.,,,,
38,aobb82-efznoyw-efzm9mh-5,"CMV:High school students who protest against climate change inaction, don't understand how faceted and complex the issue is.",Part of the protest would be to make others (such as governments) start seriously investigating solutions.,,,,
372,bbxyr7-ekn9gx5-ekn253p-16,CMV: Tunnel vision on dispersed energy sources like solar and wind resulted in complete impotency in adressing the issue of emission-driven Climate Change.,"You either have to run them inefficiently (i.e. produce way more energy than you can use... and figure out what to do with the excess), or you will always have to have peak demand power sources, just like with renewables.",,,,
300,6r2yhj-0,"CMV: Climate change is following a long, natural cycle rather than from manmade influence.","I am not a climate change denier, nor am I saying it is not manmade.",,,,
466,dldqdm-f4qo30i-f4pgsq7-1,CMV: The only moral thing our society can do on Climate Change is to act (globally) with an Apollo program-like spending to reduce GHG emissions as quickly as possible,"If your solution is basically curtail the economy to an extent that halts progress, then you may be inflicting more pain than the climate changing will do.",,,,
277,ek2e4n-16,CMV: Avoiding a climate change apocalypse by 2050 is essentially impossible.,"Too many people don't believe in climate change, due to lack of scientific literacy and a burden of information.",,,,
87,e9cpgn-0,CMV: Climate Change requires instant ban of any new fossil fuel projects being started,"I see sound reasoning behind this view: 

Climate change could effect many lives extremely negatively, probably ending quite a few, and no matter how much you disagree with the above statement, you have to agree that we must do something.",,,,
12,l9ssyl-glk957j-glk957j-1,"CMV: The Green New Deal distracts from climate change, by tying climate change to left-leaning policy/rhetoric. The bill seems designed to raise republican opposition, and is a disappointment/insulting for people who believe that climate change is the #1 issue of our lifetime.","Idk if this neccessairly changes my view, but upon this comment and further research, I now realize that the Green New Deal sounds like grandstanding rhetoric, because thats literally the function of those types of resolutions, that is, to state your point of view.",,,,
121,odc0e9-h3zkchu-h3zjftd-1,CMV: Worrying about climate change is a waste of emotional energy,"We see people actually doing things to combat climate change because they worry about the future, they worry about what they or their children will experience if this keeps going on.",,,,
402,hlir8e-10,"CMV: It was a mistake for The Conversation to ban climate change denialism on their platform, because it backfired.","If you believe that climate change is a hoax (or is completely natural) and that The Conversation is stomping on your right to freedom of thought by banning banning climate change denial, then their action backfired because it helps strengthen your argument that academia and media are conspiring against you.",,,,
324,muah4c-gv4xh40-gv4vgr1-7,CMV: we will never tackle climate change without massively investing in nuclear energy,"The time has come, however, to look at ways to build up renewables, to stop building new nuclear, and transition to a more renewable led future.",,,,
370,b2l3vp-eitgf4q-eitdv9c-0,CMV: I was raised to believe man-made climate change is a myth,"Semantics seems to complicate the discussion when climate change is discussed on mainstream media, and deviates from the inferences made in academic publications.",,,,
291,cvnjub-13,CMV: Climate Change is overhyped.,"Things are always going to go extinct, and in return, natural selection takes place so that all the species on earth can adapt to any new changes.",,,,
61,g0tkib-7,"CMV: There is absolutely no conflict between being conservative and being against climate change, and the Republican party needs to fight climate change if it is to survive.","In my opinion, it is going to be increasingly obvious as time goes on that climate change is a big problem, and if the conservatives in America don't change their opinion on it as a whole the Republican party will die off entirely.",,,,
456,q6e7rm-hgbn6py-hgbjuv2-11,"CMV: While it's not technically too late to mitigate climate change, the conditions required to do so are not going to happen in the time we have left. Most of humanity is going to die, whether through starvation or war.","And markets lets this adjust be gradual, not some rapid change - lets say due to supply and demand prices for maize flower double while cassava becomes 10% cheaper in a mostly gradual change over the next 50 years.",,,,
421,aobb82-0,"CMV:High school students who protest against climate change inaction, don't understand how faceted and complex the issue is.","To begin I am not a climate change denier, nor do I dismiss any new research that is put out.",,,,
432,jm5egb-6,CMV: Nuclear energy is a viable temporary solution to our climate change problem,"Until we get better battery technology to store energy from less reliable sources, why are we moving away from nuclear energy??",,,,
337,t5ef90-hz8h0ig-hz7oxwf-9,CMV: Society will collapse in my lifetime due to climate change,"If you're curious about the science behind that, [here's an explainer at Carbon Brief that goes into more detail].",,,,
319,muah4c-gv4vhtk-gv4u5ix-8,CMV: we will never tackle climate change without massively investing in nuclear energy,"Contrast this with batteries, hydro or even hydrogen if you want something that can be transported from areas with high renewable energy availability to low, and you can see that nuclear suppresses, not enhances, a transition to greater renewable.",,,,
375,bbxyr7-ekn9gx5-ekn9gx5-26,CMV: Tunnel vision on dispersed energy sources like solar and wind resulted in complete impotency in adressing the issue of emission-driven Climate Change.,Let me ask you one question: why do you trust current nuclear powers with this technology more than you would trust any other nation?,,,,
237,qps0qw-23,"CMV: The current pushback on the traditional Climate Change narrative where people are pointing out that the vast majority of global carbon emissions are caused by large corporations, while true, is counterproductive buck-passing and is not an effective reaction or tactic to address climate change.","If we, as humans, want to preserve the inhabitability of our planet, these corporations must pivot to methods that significantly reduce their carbon emissions, but the only way that will ever happen is if we change where their food comes from.",,,,
189,csberj-exh4ym1-exevwa7-4,CMV: Celebrities and politicians that believe in climate change should adopt extreme lifestyle changes and donate bulk of their $ to the cause.,Not changing their lifestyles (much) is 100% consistent with a belief that individual change can't help (much).,,,,
216,pxlzm0-7,CMV: The left should organize itself and impose an armed revolution to implement drastic climate change measures in order to avoid a civilizational collapse,"The only way we can avoid all this is by reducing carbon emissions to ZERO ASAP, and my friends, the reality of this is hard to take but, what that really means is a huge and radical change in modern industrial societies: the end of consumerism and new ways of economical and social organization.",,,,
400,an59pr-15,CMV: The most ethical course of action is to take very drastic measures to stop climate change,"My conclusion, which I intend to change by starting this discussion: The most ethical course of action is to take extremely drastic measures to reduce the plastic pollution and green house gas emissions.",,,,
332,icsd8m-g25xjed-g24jvkt-7,CMV: I believe that people who actively deny the problem of climate change are evil.,And you claim that a fossil fuels are responsible when co2 accounts for a fraction of all green house gasses.,,,,
325,r9tzu2-hneo6tj-hneo6tj-0,CMV: Climate change is a 'solved' issue and humanity and the economy will be just fine.,"Since renewable energy will be cheaper than the alternatives, the correct and smart business decision would be to switch to renewables.",,,,
344,hxxntu-fz9harr-fz9f7ow-29,"CMV: If you truly believe that climate change is an existential threat but you still live like a first world citizen, you either selfishly don't think it will significantly affect you, or you are a hypocrite.","If I'm going to be shot by both sides for trying to find an eco-friendly and fiscally viable middle ground fine, I'll be happy to let the two sides attack each other, the science and cost doesn't work for either side, and the result is alienation.",,,,
483,f7u4jw-fijy5go-fijwp5g-3,CMV: There is no viable free market solution to climate change,"If the crash was caused by a sudden and drastic funneling of resources away from economic tentpole enterprises and towards companies that are better meeting the demands of the drastically-changed marketplace, wouldn't that inevitably cause a boom?",,,,
340,f4gi9s-fhqpx3t-fhqj6lb-3,CMV: I don't totally trust the 97% Climate Change Consensus," Due to the nature of who is reporting climate science, you're not going to hear anything drawn as a hard fact because that's not how scientists think.",,,,
368,b65ulf-ejjs8tf-ejjs8tf-0,CMV: Having children is not a good solution to climate change.,Your point about diminishing returns on greenhouse gas emissions (because of common infrastructure) is a good one.,,,,
131,m2r8jx-gql06tx-gqkrvak-0,"CMV: Climate change is serious, damaging, but not apocalyptic.",Can you point to some sources claiming that climate change is going to cause human extinction?,,,,
316,perr6j-hazps55-hazb3fc-2,"CMV: Instead of saying ""global warming"" and ""climate change"" we should call it what it really is: Global Atmospheric Toxification (GAT)","By changing that language, it would confuse people and, worse yet, huge swaths of scientifically illiterate people would say, ""there go those scientists again, changing their minds because they don't really know what they're doing.""",,,,
395,an59pr-efqz73l-efqwfhr-2,CMV: The most ethical course of action is to take very drastic measures to stop climate change,"As you say here: >Another premise, however, is that when a producer leaves carbon for green then the price of carbon goes up and the price of green goes down.",,,,
107,dywo3t-f841hin-f83zxl6-37,CMV: it's unfair for a burden to be placed on everyday people to address climate change,"They say they do, but they don't care enough to actually change their own spending habits.",,,,
0,f0y5af-fh0f5n6-fgzy278-1,CMV: Trump supporters follow Trump's call on Climate change blindly and won't use real facts to answer questions.,"A majority of republicans, at least in my experience, absolutely deny the existence of any climate change.",,,,
419,8t5hur-3,CMV: A carbon tax will help fight climate change,"The money earnt from the tax could be put towards making renewable energy plants, electric cars or nuclear power plants (maybe not the last one).",,,,
41,ek2e4n-fd5c3re-fd59juo-4,CMV: Avoiding a climate change apocalypse by 2050 is essentially impossible.,"Air pollution has actually been decreasing in recent years in most countries, and there's no reason this trend won't continue, migrants and pandemics are mostly due to population increase, which has nothing to do with climate change, and global warming will cause more rainfall, so while some places will get drier and sporadic droughts may become more common, overall there's be more fresh water.",,,,
343,hxxntu-fz9harr-fz9f7ow-15,"CMV: If you truly believe that climate change is an existential threat but you still live like a first world citizen, you either selfishly don't think it will significantly affect you, or you are a hypocrite.","Extremists get the microphone, but embracing what we have available now technologically speaking is spat upon because I don't have a mulch pile in my bedroom or I don't burn coal because I don't want to make coal great again.",,,,
274,bd2zne-37,CMV: Nothing I can do will meaningfully contribute to ending climate change and pollution.,"Right now, thanks to you all, I've changed my view to something like: it's good to strive to act environmentally-friendly via recycling, conserving energy, etc, as it's the moral thing to do, and one's actions may influence others.",,,,
362,hxxntu-fza2zvd-fz9vx0z-5,"CMV: If you truly believe that climate change is an existential threat but you still live like a first world citizen, you either selfishly don't think it will significantly affect you, or you are a hypocrite.","On our current path, with all the green energy propositions, climate change is completely inevitable.",,,,
130,qps0qw-hjxm12x-hjxm12x-6,"CMV: The current pushback on the traditional Climate Change narrative where people are pointing out that the vast majority of global carbon emissions are caused by large corporations, while true, is counterproductive buck-passing and is not an effective reaction or tactic to address climate change.","However, consumer habits are not likely to change without drawing attention to the harmful practices of those companies in the first place.",,,,
415,blfh5d-0,CMV: you can't have a serious plan to reverse climate change without nuclear energy being a central power source,"To clarify right out of the gate: solar, wind, and other carbon free renewables are key to a carbon neutral power grid, and they have their place in the future.",,,,
480,k4askm-ge8lyb3-ge8huk0-9,"CMV: regardless of how you feel you climate change, switching to renewables and lowering emissions is a good thing.","Some factors to consider are that it remains highly profitable as a source of revenue, the infrastructure is fully developed, most transportation relies upon it, and a broad swath of all manufacturing includes or depends on fossil fuels.",,,,
467,cqmrbw-ewyw1h0-ewxk58i-0,"CMV: We've reached, or very close to, the point of no return in terms of climate change and having a habitable world.","The report finds that limiting global warming to 1.5 celcius degree would require ""rapid and far-reaching"" transitions in land, energy, industry, buildings, transport, and cities.",,,,
127,qps0qw-hjxm12x-hjvuo3q-21,"CMV: The current pushback on the traditional Climate Change narrative where people are pointing out that the vast majority of global carbon emissions are caused by large corporations, while true, is counterproductive buck-passing and is not an effective reaction or tactic to address climate change.","The current pushback on the traditional Climate Change narrative where people are pointing out that the vast majority of global carbon emissions are caused by large corporations is not counterproductive, it's an expression of democracy.",,,,
132,m2r8jx-gql06tx-gqkznqg-4,"CMV: Climate change is serious, damaging, but not apocalyptic.","You obviously need to discount those costs since they exist in the future, but they still do justify a mind-bogglingly high level of spending and action to address climate change.",,,,
249,blfh5d-5,CMV: you can't have a serious plan to reverse climate change without nuclear energy being a central power source,"Nuclear energy is much, much safer than people give it credit for.",,,,
407,j7vw7u-40,CMV: Whether climate change is man-made or not is irrelevant.,"Speaking as someone working in engineering academia, for any given problem there are dozens to hundreds of teams working on it simultaneously.",,,,
199,csberj-exduvk7-exdugna-4,CMV: Celebrities and politicians that believe in climate change should adopt extreme lifestyle changes and donate bulk of their $ to the cause.,"We need society to reorganize itself around sustainable development -- that's not going to change, no matter whether I, or every celebrity in Hollywood, chooses to give up eating meat.",,,,
37,8t5hur-e15gcbw-e159e5f-8,CMV: A carbon tax will help fight climate change,"Some preliminaries: climate change is real, it's going to define the next century, what companies are doing to the environment is criminal, many of our existing anti-pollution laws are not enforced, and politicians just care about revenue in their pocket today and not the long-term health of our planet.",,,,
334,d7m308-f1928hp-f1928hp-10,CMV: Individuals decreasing their emissions have little effect on climate change,"I think the answer is more complicated than I make the case for in my OP, and it depends on how energy intensive industries move to oil producers, how fast renewables (especially solar) gets cheaper, and a host of other issues.",,,,
6,r9tzu2-hnepklx-hnenlyl-4,CMV: Climate change is a 'solved' issue and humanity and the economy will be just fine.,"It's important, but it doesn't erase the massive logistical and policy issues in installing and maintaining a decarbonized grid in a world where energy needs are likely to continue to increase.",,,,
57,dldqdm-f4tgmbu-f4tgmbu-1,CMV: The only moral thing our society can do on Climate Change is to act (globally) with an Apollo program-like spending to reduce GHG emissions as quickly as possible,Given enough means and time to convince a large part of the population to drastically change their lives out of sheer commitment to this problem you would not necessarily need any government action to achieve the same goal.,,,,
345,ckgrtw-evp2e9f-evn6n4e-16,CMV: Climate change is not as big of a deal as people let on,"If we have a run away green house effect that turns earth into Venus then yes, we'd be screwed but that is not what I hear scientists saying",,,,
149,dldqdm-f4qo30i-f4pgsq7-4,CMV: The only moral thing our society can do on Climate Change is to act (globally) with an Apollo program-like spending to reduce GHG emissions as quickly as possible,"Climate change gets costlier the longer we wait, but it's not an existential threat worth shutting down the world.",,,,
461,a0w0rw-eal84cb-eal84cb-1,CMV: Climate change deniers have as much science comprehension as Flat-Earthers,I have yet to meet a climate change denier that wasn't heavily invested in a political party.,,,,
18,odc0e9-h4062z8-h402gbh-14,CMV: Worrying about climate change is a waste of emotional energy,We can clearly see with climate change that the government is dragging their feet on everything.,,,,
207,dldqdm-f4tgmbu-f4qmoyl-6,CMV: The only moral thing our society can do on Climate Change is to act (globally) with an Apollo program-like spending to reduce GHG emissions as quickly as possible,"It is just nearly impossible to participate in this society without getting your 'hands dirty' on these emissions, since the whole economy is built upon them.",,,,
188,csberj-exh4ym1-exe447q-1,CMV: Celebrities and politicians that believe in climate change should adopt extreme lifestyle changes and donate bulk of their $ to the cause.,"My argument was that I believe it is hypocritical for individuals who could make significant differences (i.e., mega-rich) to not take action when they profess to believe in climate change.",,,,
361,dfd2db-f32e199-f32dv4y-4,CMV: Corporations and the Ultra Wealthy CEOs are responsible for climate change,"When I fill up my car with fuel and burn green house gasses, this is the fault of the oil companies because they are the one who sold it to me.",,,,
21,q6e7rm-hgbn6py-hgbj4qr-1,"CMV: While it's not technically too late to mitigate climate change, the conditions required to do so are not going to happen in the time we have left. Most of humanity is going to die, whether through starvation or war.","An accurate statement is that 100 million people are expected to move (intrastate and interstate migration), fresh water will be more common due to increased rainfall, and certain countries will need a couple crop changes.",,,,
487,an59pr-efqz73l-efqunye-4,CMV: The most ethical course of action is to take very drastic measures to stop climate change,"I think, however, that it is not realistic to implement it because it does cause an important disadvantage to a state's economy in any time frame (short, medium, long term) with respect to other countries.",,,,
60,g0tkib-5,"CMV: There is absolutely no conflict between being conservative and being against climate change, and the Republican party needs to fight climate change if it is to survive.","To me it seems like all the other conservative values also revolve around a sustainable country, so I would think limiting carbon emissions would fit right in.",,,,
203,e99ns3-faikn0f-fahdqbv-18,CMV: Greta Thunberg is not a productive force for the Climate Change cause,"And in case you think it's just so super easy to go around on a private yacht talking about climate change: ""So many people have made death threats against her family that she is now often protected by police when she travels.""",,,,
509,dfz39r-21,CMV: Every proposed solution to climate change has been a complete waste of time,"There is a finite amount of oil that can be pumped in a given year, and reducing the supply on the open market will definitely make oil less viable globally from a purchasing standpoint.",,,,
515,f7u4jw-5,CMV: There is no viable free market solution to climate change,So I don't think there is a way you can come up with a free market solution that would adequately address the problem and still have a fully functioning free market.,,,,
43,ihd9vb-g31mj1x-g30o227-4,Cmv: Humans will not be made extinct by Climate Change,"Four billion years from now, the increase in the Earth's surface temperature will cause a runaway greenhouse effect, heating the surface enough to melt it.",,,,
148,dldqdm-f4qo30i-f4pgsq7-3,CMV: The only moral thing our society can do on Climate Change is to act (globally) with an Apollo program-like spending to reduce GHG emissions as quickly as possible,"Climate change might change where the food is grown, but humans are pretty dang adaptable.",,,,
200,ee8206-fbr4eql-fbr4eql-0,"CMV: In order to solve many of the climate change-related problems, we need to have solved poverty first.","I know that the rich have higher emissions, but poverty is still linked to the environmental problems.",,,,
93,csberj-14,CMV: Celebrities and politicians that believe in climate change should adopt extreme lifestyle changes and donate bulk of their $ to the cause.,"I also want to state that systematic change (e.g., government, private industry) is needed, this post is just not focused on that part of the equation.",,,,
166,bd2zne-ekwb3x3-ekw3r2e-1,CMV: Nothing I can do will meaningfully contribute to ending climate change and pollution.,"It's equivalent to you plus 8 other people living like low-carbon saints for your entire life (car free, never fly again, strict vegan, all green energy) or 684 people comprehensively recycling their entire lives.",,,,
224,t5ef90-2,CMV: Society will collapse in my lifetime due to climate change,"Due to all these factors, I do not see how it is at all likely that society will make it to the year 2100.",,,,
447,k4askm-0,"CMV: regardless of how you feel you climate change, switching to renewables and lowering emissions is a good thing.","With fossil fuels running out, pollution, and rising of global temperatures, even if you think it's all a hoax or whatever, where's the harm in switching to renewables and lowering emissions?",,,,
385,cj1uik-evcvmry-evavm63-5,CMV: Humanity can never cope with climate change and global warming and the oncoming disasters with them because humanity can never be united to work together and sort out the mess that is responsible for causing these disasters.,The reason I am still a bit optimistic is there are likely to be technological solutions.,,,,
254,b5yph1-20,CMV: More than 60% of people believe climate change is real. Yet they aren't willing to change their lifestyle over it. They are hypocrites.,"But they aren't willing to consider veganism/vegetarianism or EV/hybrids as a potential solution, and these people are as much a part of the problem as any corporation who is resistant to change.",,,,
4,g0tkib-fnbs4wi-fnbpqm9-9,"CMV: There is absolutely no conflict between being conservative and being against climate change, and the Republican party needs to fight climate change if it is to survive.","Effective responses to climate change must be globalist inherently (because national-level action solely will fall prey to tragedies of the commons), and this runs counter to elements of conservative thought which reject globalism.",,,,
113,t5ef90-hz71jky-hz4lqnc-2,CMV: Society will collapse in my lifetime due to climate change,"It's arguable that this his already the case, with high grain costs associated with a poor harvest being a contributing factor to the Arab Spring, which has certainly destroyed Syrian society (though there are obviously many other factors, including a violent dictator and religious extremism).",,,,
497,j7vw7u-36,CMV: Whether climate change is man-made or not is irrelevant.,"I can't boycott the oil industry because I need to drive my car to get to work, everything is made of plastic, and most of my electricity comes from power stations.",,,,
53,fbf3sw-fj4yg8f-fj4x3ph-20,CMV: The matrix would be the ultimate solution for climate changes and overpopulation.,"The country (/world) would have a greatly reduced percentage of the population caring about saving the planet, and would subsequently fail to vote for/demand any carbon-cutting initiatives by governments or companies, allowing them to run rampant and greatly increase their carbon usage and plastic/whatever pollution.",,,,
36,8t5hur-e15gcbw-e159e5f-4,CMV: A carbon tax will help fight climate change,they don't account for the real cost of climate change really just providing tax revenue for the polluting states.,,,,
453,68tm40-dh3d1sj-dh3d1sj-0,CMV: Jailing climate change skeptics violates the right to free speech.,"I think you're right, in very limited circumstances - just CEOs who are acting maliciously in order to profit.",,,,
359,bx9qvh-eq4sxze-eq4mnep-5,CMV: Climate change cannot end human civilization.,"I bring up space tech because it demonstrates our ability to innovate, and how much technological might we have to rely on.",,,,
15,fryae5-flyhwvt-flyeo8u-0,"CMV: The Majority of Politicians Who Deny Climate Change, Really Do Believe It","I personally think that the majority of politicians, namely senators and White House officials, are not idiots, or in denial about climate change at all.",,,,
102,g0tkib-fnbs4wi-fnbpqm9-2,"CMV: There is absolutely no conflict between being conservative and being against climate change, and the Republican party needs to fight climate change if it is to survive.","Pretty much every effective response to climate change involves significant restrictions on property rights, whether via restricting the types of property that individuals can buy and sell (e.g. via emissions standards), restricting what individuals can do with land they own (e.g. restriction on oil extraction), restrictions on what individuals can do with their property (e.g. restrictions on burning carbon fuels), or taxes that effect restrictions.",,,,
502,aobb82-3,"CMV:High school students who protest against climate change inaction, don't understand how faceted and complex the issue is.",Any legislative action regarding climate change can cause a profound impact on our economy and lives.,,,,
221,j7vw7u-33,CMV: Whether climate change is man-made or not is irrelevant.,"Sure, the pressure for change works best when it's from the people, but the people cannot enact those changes themselves.",,,,
510,paqlx8-0,CMV: Everyday people will have to make sacrifices/change their lifestyle for our society as a whole to combat climate change,So I completely understand that major corporations are the cause of a majority of carbon issues and should be taking a lot of the blame for climate change.,,,,
440,bbxyr7-2,CMV: Tunnel vision on dispersed energy sources like solar and wind resulted in complete impotency in adressing the issue of emission-driven Climate Change.,"I needed to look into perspective sources of energy for a work I've been doing, and after months of watching YouTube on the topic, I am absolutely convinced that nuclear is a better industrial source of energy than solar and wind in every consievable way and renewables' advocates don't know wtf they're even talking about.",,,,
413,q6e7rm-37,"CMV: While it's not technically too late to mitigate climate change, the conditions required to do so are not going to happen in the time we have left. Most of humanity is going to die, whether through starvation or war.","The only way it can become profitable is through a carbon tax, a measure so politically unpopular that [it can't pass even in a blue state like Wahsington]",,,,
498,q6e7rm-36,"CMV: While it's not technically too late to mitigate climate change, the conditions required to do so are not going to happen in the time we have left. Most of humanity is going to die, whether through starvation or war.","Carbon capture is unprofitable and cannot scale to the levels required to make a serious dent in CO2 levels, partially because sequestering carbon itself requires a source of energy.",,,,
454,m2r8jx-gqkuu8b-gqksv7x-3,"CMV: Climate change is serious, damaging, but not apocalyptic.","In a developed country, dealing with more-frequent disasters will at minimum be a drag on the economy and create localized dysfunction in many places.",,,,
399,r9tzu2-26,CMV: Climate change is a 'solved' issue and humanity and the economy will be just fine.,tl;dr: the technology to transform the entire energy grid along with most other sources of emissions (notably except for the agriculture) in an economical way already exist or will be invented in the next 5 to 10 years.,,,,
286,dfd2db-8,CMV: Corporations and the Ultra Wealthy CEOs are responsible for climate change,"Climate change is entirely the fault of the top 1% wealth hoarders and the big oil corporations, they are using all the resources, all the oil, all the meat and destroying everything, the rich corporations hoard it all while the poor get nothing.",,,,
376,bbxyr7-ekn9gx5-ekn9gx5-53,CMV: Tunnel vision on dispersed energy sources like solar and wind resulted in complete impotency in adressing the issue of emission-driven Climate Change.,"You either have to run them inefficiently (i.e. produce way more energy than you can use... and figure out what to do with the excess), or you will always have to have peak demand power sources, just like with renewables.",,,,
48,dso9r0-f6qwaps-f6qs4c6-34,"CMV: Because climate change represents an existential crisis for humanity, it is a morally legitimate casus belli for war with high polluting countries and mandatory population control in high birth rate countries.","It lets them educate, manufacture, get healthcare, grow food, entertain and participate in their government.",,,,
342,f4gi9s-fhqpx3t-fhqpdkc-2,CMV: I don't totally trust the 97% Climate Change Consensus,Though I would SUSPECT there are a higher percentage of scientists in the 97% than the 3% because usually lobbyists will pay a few labs to just turn out papers when it's insincere science.,,,,
469,icsd8m-g25xjed-g25xjed-6,CMV: I believe that people who actively deny the problem of climate change are evil.,"End of the day though, as long as you agree your industry should be scaled back in favour of nuclear, I'm happy.",,,,
482,f7u4jw-fijy5go-fijwp5g-1,CMV: There is no viable free market solution to climate change,"If there is drastic change that fundamentally, and systematically shuts down certain types of businesses, and revenue streams the markets tend to go into free fall and crash This intuitively sounds only half-true.",,,,
118,odc0e9-h4062z8-h400jzo-2,CMV: Worrying about climate change is a waste of emotional energy,"There is literally nothing we can do as individuals to combat climate change, it's a group effort.",,,,
